,date,ticker,daily_rating,close,close_5d,rate_of_return_5d
0,2021-11-30,MSFT,1.0,319.8731689453125,324.0628967285156,0.013098090712070404
1,2021-12-01,AAPL,1.0,161.38455200195312,171.48272705078125,0.06257212926244585
2,2021-12-02,AMZN,1.0,171.8679962158203,174.17100524902344,0.013399871319330217
3,2021-12-02,GOOGL,1.0,141.8938751220703,146.5313262939453,0.03268253240589443
4,2021-12-02,META,1.0,308.2369079589844,327.5321044921875,0.06259859230021424
5,2021-12-02,NVDA,1.0,32.063880920410156,30.431053161621094,-0.05092420854612429
6,2021-12-03,GOOGL,1.0,140.93663024902344,146.89161682128906,0.042252937094803905
7,2021-12-06,AAPL,1.0,161.92324829101562,172.12913513183594,0.06302916319019145
8,2021-12-06,META,-1.0,315.6650085449219,332.1696472167969,0.05228529683398927
9,2021-12-08,INTC,-1.0,47.99638748168945,46.994720458984375,-0.020869633638306895
10,2021-12-09,AAPL,1.0,170.97340393066406,168.7206268310547,-0.013176184411248886
11,2021-12-10,AAPL,1.0,175.76290893554688,167.6236572265625,-0.04630813041430191
12,2021-12-13,AAPL,1.0,172.12913513183594,166.26222229003906,-0.034084368327902945
13,2021-12-13,AMZN,1.0,169.5675048828125,167.07899475097656,-0.014675631003450443
14,2021-12-14,MSFT,1.0,317.6961669921875,316.6802062988281,-0.0031979003806626304
15,2021-12-15,AAPL,1.0,175.61599731445312,172.03118896484375,-0.020412766515743534
16,2021-12-20,META,1.0,323.1924133300781,343.81829833984375,0.06381921158743382
17,2021-12-22,AAPL,1.0,172.03118896484375,174.53860473632812,0.014575355704812281
18,2021-12-27,AMZN,1.0,169.66949462890625,170.4044952392578,0.004331954969036266
19,2021-12-30,TSLA,-1.0,356.7799987792969,354.8999938964844,-0.005269367367130537
20,2021-12-31,TSLA,1.0,352.260009765625,342.32000732421875,-0.028217799823544536
21,2022-01-03,TSLA,1.0,399.9266662597656,352.7066650390625,-0.11807164964096735
22,2022-01-04,AAPL,1.0,176.0077667236328,171.48272705078125,-0.025709318157287765
23,2022-01-04,AMZN,1.0,167.52200317382812,165.36199951171875,-0.012893850486422737
24,2022-01-04,TSLA,1.0,383.1966552734375,354.79998779296875,-0.07410468512624607
25,2022-01-05,INTC,1.0,49.962615966796875,51.69697570800781,0.03471314917464535
26,2022-01-05,NVDA,1.0,27.55063247680664,27.944868087768555,0.01430949403044737
27,2022-01-06,META,1.0,330.1537170410156,324.2153015136719,-0.01798682014113447
28,2022-01-06,MSFT,1.0,303.70489501953125,294.91925048828125,-0.0289282282746381
29,2022-01-06,NVDA,1.0,28.12352180480957,26.523624420166016,-0.05688823027740241
30,2022-01-07,NVDA,1.0,27.19432258605957,26.889911651611328,-0.011193914960922402
31,2022-01-10,AAPL,1.0,168.652099609375,166.31117248535156,-0.01388021334715308
32,2022-01-10,AMZN,-1.0,161.48599243164062,158.91749572753906,-0.01590538390002368
33,2022-01-10,NVDA,1.0,27.347028732299805,25.852920532226562,-0.05463512013312578
34,2022-01-10,TSLA,1.0,352.7066650390625,343.5033264160156,-0.026093463876072767
35,2022-01-12,MSFT,1.0,307.9526672363281,291.8230895996094,-0.05237680771357189
36,2022-01-13,AAPL,1.0,168.652099609375,159.07302856445312,-0.0567978167310607
37,2022-01-13,INTC,-1.0,50.95500183105469,48.265350341796875,-0.0527848374566949
38,2022-01-13,MSFT,1.0,294.91925048828125,286.4336242675781,-0.02877271051874013
39,2022-01-14,AAPL,1.0,169.5140380859375,158.29928588867188,-0.06615825051362502
40,2022-01-18,AAPL,1.0,166.31117248535156,156.49708557128906,-0.0590103885830455
41,2022-01-18,AMZN,1.0,158.91749572753906,139.98599243164062,-0.11912787329820582
42,2022-01-18,META,1.0,315.9429931640625,298.06787109375,-0.05657704857227306
43,2022-01-18,MSFT,1.0,292.83892822265625,279.13800048828125,-0.046786565630228226
44,2022-01-18,TSLA,1.0,343.5033264160156,306.1333312988281,-0.10879078088440063
45,2022-01-19,GOOGL,1.0,134.10324096679688,128.26388549804688,-0.04354373113320795
46,2022-01-19,MSFT,1.0,293.4969177246094,287.091552734375,-0.02182430071120741
47,2022-01-19,TSLA,1.0,331.8833312988281,312.4700012207031,-0.058494441411536924
48,2022-01-20,META,1.0,314.364013671875,292.59613037109375,-0.06924419575423159
49,2022-01-20,MSFT,1.0,291.8230895996094,290.1201171875,-0.005835632863889926
50,2022-01-21,AAPL,1.0,159.07302856445312,166.830322265625,0.04876561269485593
51,2022-01-24,AAPL,1.0,158.29928588867188,171.1888885498047,0.08142552626673101
52,2022-01-24,GOOGL,1.0,129.82308959960938,134.2888641357422,0.03439892356518258
53,2022-01-25,AAPL,1.0,156.49708557128906,171.0223388671875,0.09281484855052942
54,2022-01-25,TSLA,-1.0,306.1333312988281,310.4166564941406,0.013991698248405977
55,2022-01-26,META,1.0,292.5862121582031,320.7593994140625,0.09629020809984704
56,2022-01-26,MSFT,1.0,287.091552734375,303.2985534667969,0.05645237757105671
57,2022-01-27,GOOGL,1.0,128.03759765625,142.0169677734375,0.10918175889802877
58,2022-01-27,INTC,1.0,44.56476593017578,44.778072357177734,0.004786436606357639
59,2022-01-27,MSFT,1.0,290.1201171875,291.484375,0.004702389567898533
60,2022-01-27,TSLA,1.0,276.3666687011719,297.0466613769531,0.07482809983190118
61,2022-01-28,AAPL,1.0,166.830322265625,169.06309509277344,0.013383495259293731
62,2022-01-28,AMZN,1.0,143.97799682617188,157.63949584960938,0.09488601956263747
63,2022-01-28,GOOGL,1.0,132.35098266601562,142.2184600830078,0.07455537706049768
64,2022-01-28,TSLA,1.0,282.1166687011719,307.7733459472656,0.09094349995061875
65,2022-01-31,AMZN,1.0,149.57350158691406,157.9355010986328,0.055905621136105886
66,2022-01-31,META,1.0,311.08697509765625,223.34982299804688,-0.2820341548278162
67,2022-02-01,META,1.0,316.7872009277344,218.6526336669922,-0.3097807202227488
68,2022-02-02,GOOGL,1.0,146.89012145996094,140.53018188476562,-0.043297258603798586
69,2022-02-03,META,1.0,236.11068725585938,226.4879150390625,-0.04075534372728007
70,2022-02-04,AMZN,1.0,157.63949584960938,153.2935028076172,-0.02756918891784794
71,2022-02-04,META,1.0,235.4453582763672,218.02700805664062,-0.0739804358312335
72,2022-02-04,MSFT,1.0,296.0223083496094,285.4757080078125,-0.03562772143963248
73,2022-02-07,MSFT,1.0,291.1940612792969,285.4369201660156,-0.019770805379713173
74,2022-02-08,MSFT,1.0,294.68707275390625,290.7296447753906,-0.013429255452343785
75,2022-02-08,NVDA,1.0,25.059457778930664,26.44377899169922,0.05524146711316538
76,2022-02-09,AAPL,1.0,172.8780059814453,169.22000122070312,-0.02115945715578646
77,2022-02-09,AMZN,1.0,161.1894989013672,158.10049438476562,-0.019163807429488585
78,2022-02-09,META,1.0,230.39064025878906,215.03790283203125,-0.06663785216930977
79,2022-02-09,TSLA,1.0,310.6666564941406,307.7966613769531,-0.009238182010181804
80,2022-02-10,AMZN,1.0,159.0034942626953,154.65249633789062,-0.027364165454227374
81,2022-02-14,TSLA,1.0,291.9200134277344,273.84332275390625,-0.06192343738810858
82,2022-02-15,AAPL,1.0,169.4553985595703,156.98086547851562,-0.07361543619791726
