date,ticker,daily_rating
2022-06-09,GOOGL,1.0
2022-06-09,MSFT,1.0
2022-06-09,TSLA,1.0
2022-06-10,AMZN,1.0
2022-06-10,META,1.0
2022-06-10,MSFT,1.0
2022-06-13,AMZN,1.0
2022-06-13,MSFT,1.0
2022-06-14,AAPL,1.0
2022-06-14,AMZN,1.0
2022-06-14,TSLA,1.0
2022-06-15,AAPL,1.0
2022-06-15,NVDA,1.0
2022-06-16,GOOGL,1.0
2022-06-16,META,1.0
2022-06-16,TSLA,1.0
2022-06-17,GOOGL,1.0
2022-06-17,META,1.0
2022-06-17,MSFT,1.0
2022-06-21,AAPL,1.0
2022-06-22,AAPL,1.0
2022-06-22,AMZN,1.0
2022-06-22,META,1.0
2022-06-22,TSLA,1.0
2022-06-24,AMZN,1.0
2022-06-24,INTC,1.0
2022-06-24,TSLA,1.0
2022-06-27,AMZN,1.0
2022-06-27,TSLA,1.0
2022-06-28,AAPL,1.0
2022-06-28,AMZN,1.0
2022-06-28,TSLA,1.0
2022-06-29,AAPL,1.0
2022-06-29,AMZN,1.0
2022-06-29,GOOGL,1.0
2022-06-29,INTC,-1.0
2022-06-29,META,1.0
2022-06-29,NVDA,1.0
2022-06-30,AAPL,1.0
2022-06-30,GOOGL,1.0
2022-06-30,META,1.0
2022-06-30,TSLA,1.0
2022-07-01,AAPL,1.0
2022-07-05,AAPL,1.0
2022-07-05,GOOGL,1.0
2022-07-05,META,1.0
2022-07-05,TSLA,-1.0
2022-07-07,GOOGL,1.0
2022-07-07,META,1.0
2022-07-08,MSFT,1.0
2022-07-08,NVDA,1.0
2022-07-11,AAPL,1.0
2022-07-11,AMZN,1.0
2022-07-11,INTC,-1.0
2022-07-11,META,-1.0
2022-07-11,NVDA,1.0
2022-07-12,AAPL,1.0
2022-07-12,AMZN,1.0
2022-07-12,MSFT,1.0
2022-07-12,NVDA,1.0
2022-07-13,AAPL,1.0
2022-07-13,AMZN,1.0
2022-07-13,META,1.0
2022-07-13,NVDA,1.0
2022-07-13,TSLA,1.0
2022-07-14,AMZN,1.0
2022-07-14,GOOGL,1.0
2022-07-14,META,1.0
2022-07-14,TSLA,1.0
2022-07-15,AMZN,1.0
2022-07-15,MSFT,1.0
2022-07-18,GOOGL,1.0
2022-07-18,TSLA,1.0
2022-07-19,AAPL,1.0
2022-07-19,GOOGL,1.0
2022-07-19,META,1.0
2022-07-19,MSFT,1.0
2022-07-19,TSLA,1.0
2022-07-20,AAPL,1.0
2022-07-20,AMZN,1.0
2022-07-21,AMZN,1.0
2022-07-21,META,1.0
2022-07-21,TSLA,1.0
2022-07-22,GOOGL,1.0
2022-07-25,AMZN,1.0
2022-07-25,MSFT,1.0
2022-07-25,NVDA,1.0
2022-07-25,TSLA,1.0
2022-07-26,AAPL,1.0
2022-07-26,AMZN,1.0
2022-07-26,GOOGL,1.0
2022-07-26,MSFT,1.0
2022-07-27,GOOGL,1.0
2022-07-27,MSFT,1.0
2022-07-28,META,1.0
2022-07-29,AAPL,1.0
2022-07-29,AMZN,1.0
2022-07-29,INTC,-1.0
2022-07-29,META,-1.0
2022-07-29,MSFT,1.0
2022-08-01,TSLA,-1.0
2022-08-02,AAPL,1.0
2022-08-02,INTC,-1.0
2022-08-03,AAPL,1.0
2022-08-03,GOOGL,1.0
2022-08-08,NVDA,1.0
2022-08-08,TSLA,1.0
2022-08-09,NVDA,1.0
2022-08-17,AAPL,1.0
2022-08-17,AMZN,1.0
2022-08-19,AAPL,1.0
2022-08-19,META,1.0
2022-08-24,AMZN,1.0
2022-08-24,TSLA,1.0
2022-08-25,NVDA,1.0
2022-08-26,TSLA,1.0
2022-08-29,AAPL,1.0
2022-09-01,NVDA,1.0
2022-09-01,TSLA,1.0
2022-09-02,NVDA,1.0
2022-09-07,AAPL,1.0
2022-09-07,GOOGL,1.0
2022-09-08,AAPL,1.0
2022-09-09,AMZN,1.0
2022-09-12,AAPL,1.0
2022-09-12,TSLA,1.0
2022-09-13,AAPL,1.0
2022-09-13,META,1.0
2022-09-15,NVDA,1.0
2022-09-16,TSLA,1.0
2022-09-20,AAPL,1.0
2022-09-20,NVDA,1.0
2022-09-20,TSLA,1.0
2022-09-21,MSFT,1.0
2022-09-21,NVDA,1.0
2022-09-22,MSFT,1.0
2022-09-28,AAPL,1.0
2022-09-28,AMZN,1.0
2022-09-28,GOOGL,1.0
2022-09-28,META,1.0
2022-09-29,AAPL,1.0
2022-09-29,AMZN,1.0
2022-09-29,MSFT,1.0
2022-09-29,TSLA,1.0
2022-09-30,TSLA,1.0
2022-10-03,AAPL,1.0
2022-10-03,AMZN,1.0
2022-10-03,TSLA,1.0
2022-10-04,GOOGL,1.0
2022-10-04,MSFT,1.0
2022-10-04,TSLA,1.0
2022-10-06,META,1.0
2022-10-06,TSLA,1.0
2022-10-10,GOOGL,1.0
2022-10-10,INTC,1.0
2022-10-10,META,1.0
2022-10-10,TSLA,1.0
2022-10-11,AAPL,1.0
2022-10-11,GOOGL,1.0
2022-10-11,META,1.0
2022-10-11,MSFT,1.0
2022-10-11,NVDA,1.0
2022-10-12,INTC,-1.0
2022-10-12,MSFT,1.0
2022-10-13,META,1.0
2022-10-14,AMZN,1.0
2022-10-17,AAPL,1.0
2022-10-17,MSFT,1.0
2022-10-18,MSFT,1.0
2022-10-18,TSLA,-1.0
2022-10-19,AAPL,1.0
2022-10-19,GOOGL,1.0
2022-10-19,META,1.0
2022-10-19,MSFT,1.0
2022-10-20,AMZN,1.0
2022-10-20,MSFT,1.0
2022-10-20,TSLA,1.0
2022-10-21,AMZN,1.0
2022-10-21,META,1.0
2022-10-24,AMZN,1.0
2022-10-24,META,1.0
2022-10-24,NVDA,1.0
2022-10-24,TSLA,1.0
2022-10-25,AAPL,1.0
2022-10-25,GOOGL,1.0
2022-10-25,META,1.0
2022-10-25,TSLA,1.0
2022-10-26,AMZN,1.0
2022-10-26,GOOGL,1.0
2022-10-26,MSFT,1.0
2022-10-27,META,1.0
2022-10-28,AAPL,1.0
2022-10-28,AMZN,1.0
2022-10-28,INTC,-1.0
2022-10-28,META,-1.0
2022-11-02,AMZN,1.0
2022-11-02,META,1.0
2022-11-04,TSLA,1.0
2022-11-07,AAPL,1.0
2022-11-08,AAPL,1.0
2022-11-09,META,1.0
2022-11-10,META,1.0
2022-11-10,TSLA,1.0
2022-11-11,INTC,-1.0
2022-11-11,NVDA,1.0
2022-11-14,AAPL,1.0
2022-11-14,AMZN,1.0
2022-11-14,META,1.0
2022-11-15,GOOGL,1.0
2022-11-17,NVDA,1.0
2022-11-18,AAPL,1.0
2022-11-22,AMZN,1.0
2022-11-23,GOOGL,1.0
2022-11-23,TSLA,-1.0
2022-11-28,AAPL,1.0
2022-11-29,MSFT,1.0
2022-11-30,AAPL,1.0
2022-12-01,AMZN,1.0
2022-12-05,AAPL,1.0
2022-12-05,TSLA,1.0
2022-12-06,AAPL,1.0
2022-12-08,NVDA,1.0
2022-12-14,AAPL,1.0
2022-12-14,TSLA,1.0
2022-12-15,TSLA,1.0
2022-12-16,AMZN,1.0
2022-12-16,TSLA,1.0
2022-12-19,AAPL,1.0
2022-12-19,TSLA,1.0
2022-12-20,AMZN,1.0
2022-12-20,TSLA,1.0
2022-12-21,GOOGL,1.0
2022-12-21,TSLA,1.0
2022-12-22,AAPL,1.0
2022-12-22,AMZN,1.0
2022-12-22,TSLA,1.0
2022-12-23,TSLA,1.0
2022-12-27,AAPL,1.0
2022-12-28,TSLA,1.0
2022-12-29,TSLA,1.0
2023-01-03,AAPL,1.0
2023-01-03,TSLA,1.0
2023-01-04,AAPL,1.0
2023-01-04,AMZN,1.0
2023-01-04,MSFT,1.0
2023-01-04,TSLA,1.0
2023-01-05,AMZN,-1.0
2023-01-05,MSFT,1.0
2023-01-05,TSLA,1.0
2023-01-06,AAPL,1.0
2023-01-06,GOOGL,1.0
2023-01-06,TSLA,1.0
2023-01-09,GOOGL,1.0
2023-01-09,MSFT,1.0
2023-01-10,MSFT,1.0
2023-01-10,TSLA,1.0
2023-01-11,AAPL,1.0
2023-01-11,AMZN,1.0
2023-01-11,MSFT,1.0
2023-01-11,NVDA,1.0
2023-01-13,AMZN,1.0
2023-01-13,GOOGL,1.0
2023-01-13,TSLA,1.0
2023-01-17,AAPL,1.0
2023-01-17,TSLA,1.0
2023-01-18,GOOGL,1.0
2023-01-18,MSFT,1.0
2023-01-18,TSLA,1.0
2023-01-19,AAPL,1.0
2023-01-19,MSFT,1.0
2023-01-19,TSLA,1.0
2023-01-20,GOOGL,1.0
2023-01-20,META,1.0
2023-01-20,TSLA,1.0
2023-01-23,AAPL,1.0
2023-01-23,INTC,1.0
2023-01-23,NVDA,1.0
2023-01-23,TSLA,1.0
2023-01-24,AAPL,1.0
2023-01-24,AMZN,1.0
2023-01-25,AMZN,1.0
2023-01-25,GOOGL,1.0
2023-01-25,META,1.0
2023-01-25,MSFT,1.0
2023-01-25,TSLA,1.0
2023-01-26,GOOGL,1.0
2023-01-26,MSFT,1.0
2023-01-26,TSLA,1.0
2023-01-27,INTC,-1.0
2023-01-30,AMZN,1.0
2023-01-30,GOOGL,1.0
2023-01-31,AAPL,1.0
2023-01-31,GOOGL,1.0
2023-02-01,AMZN,1.0
2023-02-02,META,1.0
2023-02-03,AAPL,1.0
2023-02-03,AMZN,1.0
2023-02-03,GOOGL,1.0
2023-02-03,META,1.0
2023-02-07,TSLA,1.0
2023-02-08,GOOGL,1.0
2023-02-08,MSFT,1.0
2023-02-09,AMZN,1.0
2023-02-09,INTC,1.0
2023-02-10,GOOGL,1.0
2023-02-10,META,1.0
2023-02-10,NVDA,1.0
2023-02-10,TSLA,1.0
2023-02-13,META,1.0
2023-02-13,MSFT,1.0
2023-02-14,AAPL,1.0
2023-02-14,AMZN,1.0
2023-02-14,NVDA,1.0
2023-02-14,TSLA,1.0
2023-02-15,AMZN,1.0
2023-02-15,INTC,-1.0
2023-02-16,NVDA,1.0
2023-02-17,MSFT,1.0
2023-02-17,NVDA,1.0
2023-02-21,NVDA,1.0
2023-02-22,NVDA,1.0
2023-02-23,INTC,-1.0
2023-02-23,MSFT,1.0
2023-02-23,NVDA,1.0
2023-02-23,TSLA,1.0
2023-03-01,INTC,1.0
2023-03-01,MSFT,1.0
2023-03-02,TSLA,1.0
2023-03-03,AAPL,1.0
2023-03-03,TSLA,1.0
2023-03-06,AAPL,1.0
2023-03-08,AAPL,1.0
2023-03-08,GOOGL,1.0
2023-03-08,META,-1.0
2023-03-09,NVDA,1.0
2023-03-10,AAPL,1.0
2023-03-14,META,1.0
2023-03-15,META,1.0
2023-03-16,AMZN,1.0
2023-03-16,GOOGL,1.0
2023-03-16,META,1.0
2023-03-16,NVDA,1.0
2023-03-17,META,1.0
2023-03-17,MSFT,1.0
2023-03-20,AMZN,1.0
2023-03-20,INTC,1.0
2023-03-20,MSFT,1.0
2023-03-21,AMZN,1.0
2023-03-21,GOOGL,1.0
2023-03-21,META,1.0
2023-03-21,NVDA,1.0
2023-03-21,TSLA,1.0
2023-03-22,META,1.0
2023-03-22,NVDA,1.0
2023-03-24,META,1.0
2023-03-24,MSFT,1.0
2023-03-27,META,1.0
2023-03-27,NVDA,1.0
2023-03-27,TSLA,1.0
2023-03-28,NVDA,1.0
2023-03-29,NVDA,1.0
2023-03-29,TSLA,1.0
2023-03-30,AAPL,1.0
2023-03-30,GOOGL,1.0
2023-03-30,INTC,-1.0
2023-03-30,META,1.0
2023-03-30,NVDA,1.0
2023-03-31,GOOGL,1.0
2023-03-31,TSLA,1.0
2023-04-03,AMZN,1.0
2023-04-03,GOOGL,1.0
2023-04-03,INTC,-1.0
2023-04-03,MSFT,1.0
2023-04-03,TSLA,1.0
2023-04-05,AAPL,1.0
2023-04-05,AMZN,1.0
2023-04-05,META,1.0
2023-04-05,MSFT,1.0
2023-04-06,AMZN,1.0
2023-04-06,GOOGL,1.0
2023-04-06,META,1.0
2023-04-11,NVDA,1.0
2023-04-12,AMZN,1.0
2023-04-12,MSFT,1.0
2023-04-13,META,1.0
2023-04-14,META,1.0
2023-04-14,MSFT,1.0
2023-04-17,AAPL,1.0
2023-04-17,MSFT,1.0
2023-04-17,TSLA,1.0
2023-04-18,MSFT,1.0
2023-04-19,AAPL,1.0
2023-04-19,AMZN,1.0
2023-04-19,META,1.0
2023-04-19,MSFT,1.0
2023-04-19,NVDA,1.0
2023-04-19,TSLA,1.0
2023-04-20,AMZN,1.0
2023-04-20,GOOGL,1.0
2023-04-20,META,1.0
2023-04-20,TSLA,1.0
2023-04-21,AMZN,1.0
2023-04-21,META,1.0
2023-04-21,TSLA,1.0
2023-04-24,AMZN,1.0
2023-04-24,TSLA,1.0
2023-04-26,GOOGL,1.0
2023-04-26,MSFT,1.0
2023-04-27,META,1.0
2023-04-28,AMZN,1.0
2023-04-28,INTC,1.0
2023-05-01,AMZN,1.0
2023-05-02,AAPL,1.0
2023-05-05,AAPL,1.0
2023-05-10,AAPL,1.0
2023-05-10,INTC,-1.0
2023-05-10,NVDA,1.0
2023-05-11,GOOGL,1.0
2023-05-11,MSFT,1.0
2023-05-12,TSLA,1.0
2023-05-15,META,1.0
2023-05-17,TSLA,1.0
2023-05-18,NVDA,1.0
2023-05-18,TSLA,1.0
2023-05-19,MSFT,1.0
2023-05-22,NVDA,1.0
2023-05-23,AAPL,1.0
2023-05-23,GOOGL,1.0
2023-05-23,MSFT,1.0
2023-05-24,GOOGL,1.0
2023-05-24,MSFT,1.0
2023-05-25,MSFT,1.0
2023-05-25,NVDA,1.0
2023-05-26,MSFT,1.0
2023-05-26,TSLA,1.0
2023-05-30,MSFT,1.0
2023-05-31,AAPL,1.0
2023-05-31,AMZN,1.0
2023-05-31,MSFT,1.0
2023-05-31,NVDA,1.0
2023-06-02,AAPL,1.0
2023-06-02,MSFT,1.0
2023-06-05,AAPL,1.0
2023-06-05,GOOGL,1.0
2023-06-05,META,1.0
2023-06-06,AAPL,1.0
2023-06-06,TSLA,1.0
2023-06-07,AMZN,1.0
2023-06-08,AMZN,1.0
2023-06-09,MSFT,1.0
2023-06-09,TSLA,1.0
2023-06-12,AMZN,1.0
2023-06-15,MSFT,1.0
2023-06-15,TSLA,1.0
2023-06-20,NVDA,1.0
2023-06-21,AMZN,1.0
2023-06-22,AMZN,1.0
2023-06-22,INTC,1.0
2023-06-22,MSFT,1.0
2023-06-22,NVDA,1.0
2023-06-23,META,1.0
2023-06-23,TSLA,-1.0
2023-06-26,AMZN,1.0
2023-06-26,TSLA,1.0
2023-06-27,META,1.0
2023-06-28,AMZN,1.0
2023-06-30,AAPL,1.0
2023-06-30,NVDA,1.0
2023-07-03,TSLA,1.0
2023-07-05,GOOGL,1.0
2023-07-05,META,1.0
2023-07-05,MSFT,1.0
2023-07-06,META,1.0
2023-07-06,MSFT,1.0
2023-07-06,TSLA,1.0
2023-07-07,META,1.0
2023-07-07,NVDA,1.0
2023-07-07,TSLA,1.0
2023-07-10,AAPL,1.0
2023-07-10,AMZN,1.0
2023-07-10,GOOGL,1.0
2023-07-10,MSFT,1.0
2023-07-11,AAPL,1.0
2023-07-11,AMZN,1.0
2023-07-11,NVDA,1.0
2023-07-12,AMZN,1.0
2023-07-12,META,1.0
2023-07-12,MSFT,1.0
2023-07-12,TSLA,1.0
2023-07-13,AMZN,1.0
2023-07-13,GOOGL,1.0
2023-07-13,META,1.0
2023-07-13,MSFT,1.0
2023-07-14,AMZN,1.0
2023-07-14,GOOGL,1.0
2023-07-14,NVDA,1.0
2023-07-17,GOOGL,1.0
2023-07-17,META,1.0
2023-07-17,TSLA,1.0
2023-07-18,AMZN,1.0
2023-07-18,GOOGL,1.0
2023-07-18,MSFT,1.0
2023-07-18,NVDA,1.0
2023-07-19,AMZN,1.0
2023-07-19,META,1.0
2023-07-19,MSFT,1.0
2023-07-19,TSLA,1.0
2023-07-20,AAPL,1.0
2023-07-20,GOOGL,1.0
2023-07-20,INTC,-1.0
2023-07-20,MSFT,1.0
2023-07-20,NVDA,1.0
2023-07-20,TSLA,1.0
2023-07-21,GOOGL,1.0
2023-07-21,META,1.0
2023-07-21,MSFT,1.0
2023-07-24,AAPL,1.0
2023-07-24,MSFT,1.0
2023-07-24,NVDA,1.0
2023-07-25,AAPL,1.0
2023-07-26,GOOGL,1.0
2023-07-26,MSFT,1.0
2023-07-27,META,1.0
2023-07-27,MSFT,1.0
2023-07-28,INTC,1.0
2023-07-28,MSFT,1.0
2023-07-31,AAPL,1.0
2023-07-31,AMZN,1.0
2023-07-31,MSFT,1.0
2023-08-01,AAPL,1.0
2023-08-01,META,1.0
2023-08-02,AAPL,1.0
2023-08-02,META,-1.0
2023-08-02,MSFT,1.0
2023-08-04,AAPL,1.0
2023-08-04,AMZN,1.0
2023-08-04,INTC,1.0
2023-08-09,AMZN,1.0
2023-08-11,GOOGL,1.0
2023-08-14,NVDA,1.0
2023-08-15,AAPL,1.0
2023-08-15,NVDA,1.0
2023-08-16,NVDA,1.0
2023-08-17,AAPL,1.0
2023-08-17,NVDA,1.0
2023-08-18,META,1.0
2023-08-21,NVDA,1.0
2023-08-22,AMZN,1.0
2023-08-22,TSLA,1.0
2023-08-24,AMZN,1.0
2023-08-24,NVDA,1.0
2023-08-29,GOOGL,1.0
2023-08-30,AAPL,1.0
2023-08-30,GOOGL,1.0
2023-08-31,GOOGL,1.0
2023-09-07,AAPL,1.0
2023-09-07,META,1.0
2023-09-08,AAPL,1.0
2023-09-12,TSLA,1.0
2023-09-13,AAPL,1.0
2023-09-13,GOOGL,1.0
2023-09-14,AAPL,1.0
2023-09-18,AAPL,1.0
2023-09-19,AAPL,1.0
2023-09-19,MSFT,1.0
2023-09-20,AMZN,1.0
2023-09-21,AAPL,1.0
2023-09-21,MSFT,1.0
2023-09-21,TSLA,1.0
2023-09-22,AMZN,1.0
2023-09-22,META,1.0
2023-09-22,MSFT,1.0
2023-09-25,AAPL,1.0
2023-09-26,AMZN,1.0
2023-09-27,AMZN,1.0
2023-09-27,META,1.0
2023-09-27,TSLA,1.0
2023-09-28,AAPL,1.0
2023-09-28,AMZN,1.0
2023-09-28,META,1.0
2023-09-28,TSLA,1.0
2023-09-29,TSLA,1.0
2023-10-02,AMZN,1.0
2023-10-02,MSFT,1.0
2023-10-02,TSLA,1.0
2023-10-03,GOOGL,1.0
2023-10-03,NVDA,1.0
2023-10-04,GOOGL,1.0
2023-10-04,INTC,1.0
2023-10-04,META,1.0
2023-10-05,INTC,1.0
2023-10-10,INTC,-1.0
2023-10-11,AMZN,1.0
2023-10-12,AMZN,1.0
2023-10-13,GOOGL,1.0
2023-10-13,NVDA,1.0
2023-10-16,AMZN,1.0
2023-10-16,MSFT,1.0
2023-10-16,TSLA,1.0
2023-10-17,AMZN,1.0
2023-10-17,META,1.0
2023-10-17,MSFT,1.0
2023-10-18,AMZN,1.0
2023-10-18,NVDA,1.0
2023-10-19,AMZN,1.0
2023-10-19,MSFT,1.0
2023-10-19,TSLA,1.0
2023-10-20,NVDA,1.0
2023-10-20,TSLA,-1.0
2023-10-23,GOOGL,1.0
2023-10-23,META,1.0
2023-10-24,AMZN,1.0
2023-10-24,META,1.0
2023-10-25,AAPL,1.0
2023-10-25,GOOGL,1.0
2023-10-25,INTC,1.0
2023-10-25,MSFT,1.0
2023-10-26,GOOGL,1.0
2023-10-26,META,1.0
2023-10-26,MSFT,1.0
2023-10-27,AAPL,1.0
2023-10-27,AMZN,1.0
2023-10-27,INTC,1.0
2023-10-27,META,1.0
2023-10-30,AAPL,1.0
2023-10-30,AMZN,1.0
2023-10-30,MSFT,1.0
2023-10-31,AAPL,1.0
2023-11-03,AAPL,1.0
2023-11-06,AAPL,1.0
2023-11-06,AMZN,1.0
2023-11-07,TSLA,1.0
2023-11-09,NVDA,1.0
2023-11-09,TSLA,-1.0
2023-11-10,AMZN,1.0
2023-11-14,META,1.0
2023-11-14,MSFT,1.0
2023-11-16,AAPL,1.0
2023-11-16,INTC,1.0
2023-11-16,MSFT,1.0
2023-11-17,TSLA,-1.0
2023-11-20,MSFT,1.0
2023-11-21,GOOGL,1.0
2023-11-22,META,1.0
2023-11-22,NVDA,1.0
2023-11-24,AAPL,1.0
2023-11-24,MSFT,1.0
2023-11-27,AMZN,1.0
2023-11-27,NVDA,1.0
2023-11-28,META,1.0
2023-11-28,MSFT,1.0
2023-11-28,TSLA,1.0
2023-11-29,AMZN,1.0
2023-12-01,AMZN,1.0
2023-12-05,INTC,1.0
2023-12-05,MSFT,1.0
2023-12-07,AMZN,1.0
2023-12-07,GOOGL,1.0
2023-12-08,AAPL,1.0
2023-12-12,INTC,1.0
2023-12-13,GOOGL,1.0
2023-12-13,MSFT,1.0
2023-12-14,AMZN,1.0
2023-12-14,MSFT,1.0
2023-12-15,MSFT,1.0
2023-12-15,TSLA,1.0
2023-12-19,AMZN,1.0
2023-12-20,AAPL,1.0
2023-12-20,AMZN,1.0
2023-12-21,AMZN,1.0
2023-12-21,GOOGL,1.0
