Date,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,AAPL,AMZN,GOOGL,INTC,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,INTC,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,INTC,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,INTC,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,INTC,META,MSFT,NVDA,TSLA
2021-12-27,176.62484741210938,169.66949462890625,146.79734802246094,48.172603607177734,343.778564453125,331.3487854003906,30.88517189025879,364.64666748046875,176.71299463822913,172.9429931640625,147.23156722380827,48.28390212269013,345.4568434568832,331.37781170708996,31.02689755121152,372.3333435058594,173.43183445537653,169.2154998779297,146.06587524675373,47.57902567645911,335.6652561860855,324.55633434986925,29.582694619627713,356.90667724609375,173.4514127643316,171.03700256347656,146.15172864562504,47.62539828892084,336.49942552370055,324.5853606565686,29.60265640931932,357.8900146484375,74919600,58688000,15976000,20985400,17795000,19947000,403686000,71145900
2021-12-28,175.6061553955078,170.66099548339844,145.5869903564453,48.00565719604492,343.8183288574219,330.1875915527344,30.263376235961914,362.8233337402344,177.60424826718298,172.17599487304688,147.18690148034136,48.339545651441455,350.26329907524985,332.66460086629615,31.26942679962951,373.0,174.86177635337035,169.135498046875,144.9592413503814,47.88508911670991,342.80541534319065,329.2877467416636,29.953974216379613,359.47332763671875,176.45828983134115,170.1824951171875,147.12437040398524,48.163328316872565,344.2254883901896,332.0259927502291,31.25146195093205,369.8299865722656,79144300,54638000,18200000,19290400,16637600,15661500,420591000,60324000
2021-12-29,175.6943817138672,169.2010040283203,145.5552215576172,48.070579528808594,340.56109619140625,330.86492919921875,29.942996978759766,362.0633239746094,176.9186986453212,171.21200561523438,146.31151586245565,48.35809181450542,347.264272790598,333.1387250117785,30.488940318885827,368.0,174.47985393756576,168.60049438476562,144.5552847534047,47.912908419681806,339.27012615391544,328.66849748500334,29.309224428409372,354.71331787109375,175.64540604755402,170.83999633789062,145.54480223641073,48.05202977844055,344.5035583071662,330.23597679664846,30.214472371231356,366.21331787109375,62348900,35754000,17788000,14174800,10747000,15042000,343139000,56154000
2021-12-30,174.5386199951172,168.64450073242188,145.10414123535156,47.98711395263672,341.97119140625,328.32025146484375,29.52880096435547,356.7799987792969,176.85993507638065,170.88800048828125,146.19539861632148,48.358098396482525,344.8213079338288,332.00674011719934,30.39811732399104,365.1833190917969,174.4308795065752,168.5240020751953,144.89969233180167,47.90364183362078,340.8391152417787,327.83645999310903,29.482890369605972,351.04998779296875,175.7825301909609,169.6999969482422,145.59394023080418,48.15405465266499,341.6137032403792,330.8262877450351,29.769334255327937,353.77667236328125,59773000,37584000,15688000,18359400,10593300,15994500,308864000,47040900
2021-12-31,173.9215545654297,166.7169952392578,143.76576232910156,47.764522552490234,334.01678466796875,325.41748046875,29.35413932800293,352.260009765625,175.5474359178977,169.35000610351562,145.59841206525712,48.37665027280782,341.05759851401064,328.35891115617534,29.97194400779478,360.6666564941406,173.61791144491113,166.55850219726562,143.76576232910156,47.72742304507614,333.9373226475047,324.962715335164,29.274294067292963,351.5299987792969,174.43085959378186,168.95599365234375,144.95477660937993,48.1262339047683,340.64049867127704,327.5364893328757,29.616631360255656,357.8133239746094,64062300,47830000,18136000,16319000,12870500,18000800,266530000,40733700
2022-01-03,178.2703094482422,170.4044952392578,143.90419006347656,49.35049057006836,336.19158935546875,323.89837646484375,30.062761306762695,399.9266662597656,179.12244407617163,170.70350646972656,144.7572416495097,49.36904032423573,338.71394780170056,327.0430208965413,30.65162069348568,400.3566589355469,174.05867174915193,166.16050720214844,142.63527431481612,47.85726897063133,334.850948113297,319.08948826047026,29.72741052143794,378.67999267578125,174.17620137564992,167.5500030517578,143.9672057510473,47.90364512505169,335.9532336041818,324.4789321117376,29.75735320172684,382.5833435058594,104487900,63520000,28646000,33857600,14537900,28865100,391547000,103931400
2022-01-04,176.0078125,167.52200317382812,143.31663513183594,49.285560607910156,334.1955261230469,318.3444519042969,29.233369827270508,383.1966552734375,179.18124760864967,171.39999389648438,145.3864907314866,50.02753297029807,340.71001767926003,324.33379227694843,30.40909170709116,402.6666564941406,175.43972760704736,166.34950256347656,142.63875836947292,48.83110408382401,329.5678484085995,315.5481232153685,28.294189229744042,374.3500061035156,178.8776193777369,170.43800354003906,144.3056527999595,49.684371416069276,337.59181528292993,323.975761808593,30.218461013461415,396.51666259765625,99310400,70726000,28400000,45681400,15998000,32674300,527154000,100248300
2022-01-05,171.3259735107422,164.35699462890625,136.7418212890625,49.962608337402344,321.92132568359375,306.1239013671875,27.550634384155273,362.7066650390625,176.46810345784326,167.12649536132812,143.41589690893608,52.09578010900163,333.43092506420857,315.4997826044344,29.35913159128193,390.11334228515625,171.05172777585187,164.35699462890625,136.65548327199204,49.92551237447256,321.5935978412268,305.73687408915134,27.479772498450824,360.336669921875,175.9196119880626,166.88299560546875,143.3369947744093,50.25939726885947,330.7099111630695,315.2965689226274,28.893033464225883,382.2166748046875,94537600,64302000,54618000,59109300,20564500,40054300,498064000,80119800
2022-01-06,168.4659881591797,163.25399780273438,136.7145233154297,50.09246063232422,330.1538391113281,303.7049560546875,28.123519897460938,354.8999938964844,171.69818743268368,164.8000030517578,138.89058651246134,50.70458833832805,336.8173161363318,308.3687131905766,28.38301743954945,362.6666564941406,168.1133843303379,161.93699645996094,135.5344442800259,49.54525529377506,320.48141159693273,301.39241851651343,27.01267281731573,340.1666564941406,169.15160256379613,163.45050048828125,135.97114712472833,50.64894261651186,320.58072399499224,302.9986098361541,27.586559964920273,359.0,96904000,51958000,37348000,35757900,27962800,39646100,454186000,90336600
2022-01-07,168.63250732421875,162.5540008544922,135.989501953125,49.56379318237305,329.4884338378906,303.8597717285156,27.19432258605957,342.32000732421875,170.56203191509988,165.24349975585938,137.41027034450386,50.44488679291619,334.6622844079269,306.24001762602904,28.367052077902994,360.30999755859375,167.51593093187975,162.031005859375,134.74837599268508,49.29483066930431,326.59861641000646,300.0378070905874,27.004689383729875,336.6666564941406,169.33771503993543,163.83900451660156,137.109533589017,50.25939284259088,330.4318256549176,303.9661916842853,28.086595203604723,360.1233215332031,86709100,46606000,29760000,30717200,14722000,32720000,409939000,84164700
2022-01-10,168.65211486816406,161.48599243164062,137.629638671875,51.20541763305664,325.7942810058594,304.0823059082031,27.34702491760254,352.7066650390625,168.95574308768624,161.6614990234375,137.77852293725007,51.298166393210956,326.0623971841901,304.5177300797264,27.415891757825346,353.0333251953125,164.71470727935647,156.30450439453125,132.16592990972572,49.44323364616595,313.241946466416,294.8128735433539,25.594419420833177,326.6666564941406,165.6060136268591,160.5854949951172,134.0650788804133,50.055361311170664,323.0534166260433,299.45726024091306,26.52960811483407,333.3333435058594,106765600,87798000,44408000,49260800,24942400,44289500,594681000,91815000
2022-01-11,171.4827423095703,165.36199951171875,138.68809509277344,51.854644775390625,332.050537109375,304.7692565917969,27.763221740722656,354.79998779296875,171.58067870481955,166.35000610351562,139.16450641786577,52.01231589856995,332.30874323908233,306.3463918328574,28.010743386947276,358.6166687011719,167.31027525099185,160.70150756835938,135.6674310302053,50.76023417215799,323.02359626421634,299.8442634308143,26.78711374014883,346.2733459472656,168.77945568721645,161.5,136.97207234315368,51.47438370396257,324.5131910632039,303.22111812680726,27.270177292552447,351.22332763671875,76138300,62806000,28730000,39795200,16226800,29386800,404089000,66063300
2022-01-12,171.92344665527344,165.20700073242188,140.36988830566406,51.69697189331055,330.9482116699219,307.95257568359375,27.944868087768555,368.739990234375,173.5395387171234,166.8780059814453,141.53856351346735,52.19780099455663,334.03662330125775,312.92596558737677,28.539714564955542,371.61334228515625,171.22804314076478,164.41700744628906,139.63941518856805,50.8344279717158,327.74060701207145,306.80114975733375,27.554623289676226,357.5299987792969,172.5013205493631,166.5749969482422,140.09148951411504,52.067956281714935,332.85487581183287,309.30721526386515,28.012735506788296,359.6166687011719,74805200,50030000,26108000,29136800,14104900,34372200,383413000,83739000
2022-01-13,168.65211486816406,161.21400451660156,137.54774475097656,50.95500183105469,324.21527099609375,294.9192810058594,26.523622512817383,343.85333251953125,172.99108706764017,166.22149658203125,141.7787770936722,52.13288456255021,333.30179283796394,310.4780318871743,28.424938300544927,371.8666687011719,168.26032446775187,161.09100341796875,137.37107060354336,50.797334244116065,323.50026430952033,294.1452264318281,26.44676981062193,342.17999267578125,172.16834964468802,165.25050354003906,140.47858803319025,51.938117471154214,332.65630784591855,310.08131932128936,28.324133734411912,369.69000244140625,84505800,52188000,31436000,29605400,14797100,45366000,540171000,97209900
2022-01-14,169.51402282714844,162.13800048828125,138.43453979492188,51.659881591796875,329.5976867675781,300.1441955566406,26.889911651611328,349.8699951171875,170.20942643626557,162.25,139.68658493826246,51.724803959778015,330.4219462367584,300.74409216648695,27.1444197184354,350.6666564941406,167.57469415475944,159.80050659179688,135.97115755847778,50.57474401353388,318.9818381956551,293.9032747022667,26.159326499116265,337.7933349609375,167.8195575274604,160.14999389648438,136.05104407819525,50.871532992305845,319.5578318522196,294.3870661009536,26.24915265168228,339.9599914550781,80440800,45974000,29662000,30151500,16868500,39846400,395832000,72924300
