date,ticker,close,close_5d,rate_of_return_5d
2021-11-30,AAPL,161.9036865234375,167.66282653808594,0.03557139518138602
2021-11-30,AMZN,175.35350036621094,176.1645050048828,0.0046249697723636
2021-11-30,GOOGL,140.8334197998047,146.1651153564453,0.0378581700580704
2021-11-30,INTC,45.631343841552734,48.75691223144531,0.0684960846374719
2021-11-30,META,322.20928955078125,320.5706481933594,-0.005085642812180993
2021-11-30,MSFT,319.8731994628906,324.0628662109375,0.013097898651971716
2021-11-30,NVDA,32.60882568359375,32.36430740356445,-0.007498530686197622
2021-11-30,TSLA,381.586669921875,350.5833435058594,-0.08124845247440944
2021-12-01,AAPL,161.38453674316406,171.48269653320312,0.06257204062933125
2021-12-01,AMZN,172.18600463867188,176.1580047607422,0.023068077631544198
2021-12-01,GOOGL,139.99374389648438,147.07522583007812,0.05058427424321199
2021-12-01,INTC,45.074867248535156,47.99638748168945,0.06481483832321748
2021-12-01,META,308.4454040527344,328.26690673828125,0.0642625969624045
2021-12-01,MSFT,319.3797302246094,324.1112060546875,0.014814577702694632
2021-12-01,NVDA,31.374223709106445,31.76447105407715,0.01243847014635243
2021-12-01,TSLA,365.0,356.32000732421875,-0.02378080185145548
2021-12-02,AAPL,160.39529418945312,170.97337341308594,0.06595005967655365
2021-12-02,AMZN,171.8679962158203,174.17100524902344,0.013399871319330217
2021-12-02,GOOGL,141.89390563964844,146.53135681152344,0.03268252537675719
2021-12-02,INTC,45.909584045410156,46.818504333496094,0.019798051038469548
2021-12-02,META,308.2368469238281,327.5321044921875,0.06259880270942313
2021-12-02,MSFT,318.8089904785156,322.3018798828125,0.010956056788280126
2021-12-02,NVDA,32.06388473510742,30.431055068969727,-0.0509242619734681
2021-12-02,TSLA,361.5333251953125,334.6000061035156,-0.07449747288786335
2021-12-03,AAPL,158.5147247314453,175.76292419433594,0.1088113390860844
2021-12-03,AMZN,169.489501953125,172.21200561523438,0.016062963373757073
2021-12-03,GOOGL,140.93661499023438,146.89163208007812,0.04225315820346883
2021-12-03,INTC,45.67771530151367,46.9205207824707,0.027208135799993635
2021-12-03,META,304.71148681640625,327.4625549316406,0.07466429425728303
2021-12-03,MSFT,312.53900146484375,331.4358215332031,0.060462278243008344
2021-12-03,NVDA,30.633663177490234,30.139617919921875,-0.01612752789981011
2021-12-03,TSLA,338.3233337402344,339.010009765625,0.002029644298545062
2021-12-06,AAPL,161.92324829101562,172.12916564941406,0.06302935165959561
2021-12-06,AMZN,171.36849975585938,169.5675048828125,-0.010509486140175514
2021-12-06,GOOGL,142.08148193359375,144.73294067382812,0.018661536353299143
2021-12-06,INTC,47.2915153503418,46.37331771850586,-0.019415694866908115
2021-12-06,META,315.6649475097656,332.169677734375,0.052285596974934234
2021-12-06,MSFT,315.61590576171875,328.3976745605469,0.04049786010619505
2021-12-06,NVDA,29.978927612304688,28.106552124023438,-0.0624563864490184
2021-12-06,TSLA,336.336669921875,322.13665771484375,-0.042219637276927485
2021-12-07,AAPL,167.66282653808594,170.7481231689453,0.018401793018552777
2021-12-07,AMZN,176.1645050048828,169.0915069580078,-0.04014996123469342
2021-12-07,GOOGL,146.1651153564453,142.8278350830078,-0.022832262440316536
2021-12-07,INTC,48.75691223144531,46.09507751464844,-0.0545939969324011
2021-12-07,META,320.5706481933594,331.42486572265625,0.033859049761629796
2021-12-07,MSFT,324.0628662109375,317.6961975097656,-0.01964640001988908
2021-12-07,NVDA,32.36430740356445,28.28221321105957,-0.12612950870857506
2021-12-07,TSLA,350.5833435058594,319.5033264160156,-0.08865229243078487
2021-12-08,AAPL,171.48269653320312,175.61598205566406,0.024103222109413444
2021-12-08,AMZN,176.1580047607422,173.31500244140625,-0.016138933471671092
2021-12-08,GOOGL,147.07522583007812,145.34283447265625,-0.011778947457972125
2021-12-08,INTC,47.99638748168945,46.99471664428711,-0.020869713117148237
2021-12-08,META,328.26690673828125,339.2899475097656,0.03357950663078189
2021-12-08,MSFT,324.1112060546875,323.8016052246094,-0.0009552302552164329
2021-12-08,NVDA,31.76447105407715,30.40011215209961,-0.04295235704239488
2021-12-08,TSLA,356.32000732421875,325.3299865722656,-0.08697244082551624
2021-12-09,AAPL,170.97337341308594,168.7206573486328,-0.013175829776782699
2021-12-09,AMZN,174.17100524902344,168.87100219726562,-0.03042988150743035
2021-12-09,GOOGL,146.53135681152344,143.36180114746094,-0.021630562447731608
2021-12-09,INTC,46.818504333496094,47.14311599731445,0.006933405251609403
2021-12-09,META,327.5321044921875,332.57684326171875,0.015402272633251377
2021-12-09,MSFT,322.3018798828125,314.3677062988281,-0.024617211624298328
2021-12-09,NVDA,30.431055068969727,28.332117080688477,-0.06897355295516909
2021-12-09,TSLA,334.6000061035156,308.97332763671875,-0.07658899581391136
2021-12-10,AAPL,175.76292419433594,167.62367248535156,-0.0463081263940798
2021-12-10,AMZN,172.21200561523438,170.0175018310547,-0.012743035982536373
2021-12-10,GOOGL,146.89163208007812,140.66220092773438,-0.042408345963150365
2021-12-10,INTC,46.9205207824707,46.94834518432617,0.0005930113603057837
2021-12-10,META,327.4625549316406,331.4745788574219,0.01225185556442867
2021-12-10,MSFT,331.4358215332031,313.3033447265625,-0.054708862556741227
2021-12-10,NVDA,30.139617919921875,27.74725341796875,-0.07937607265989277
2021-12-10,TSLA,339.010009765625,310.8566589355469,-0.08304578041675519
2021-12-13,AAPL,172.12916564941406,166.26222229003906,-0.03408453957956527
2021-12-13,AMZN,169.5675048828125,167.07899475097656,-0.014675631003450443
2021-12-13,GOOGL,144.73294067382812,140.54507446289062,-0.028935128322828216
2021-12-13,INTC,46.37331771850586,46.0023307800293,-0.008000008555103131
2021-12-13,META,332.169677734375,323.1924133300781,-0.027026140572276116
2021-12-13,MSFT,328.3976745605469,309.5394287109375,-0.0574250285871999
2021-12-13,NVDA,28.106552124023438,27.665407180786133,-0.015695448566252494
2021-12-13,TSLA,322.13665771484375,299.9800109863281,-0.06878027134722664
2021-12-14,AAPL,170.7481231689453,169.43565368652344,-0.007686582189388184
2021-12-14,AMZN,169.0915069580078,170.41700744628906,0.00783895366554646
2021-12-14,GOOGL,142.8278350830078,142.39659118652344,-0.0030193267036061093
2021-12-14,INTC,46.09507751464844,47.087467193603516,0.02152918993659809
2021-12-14,META,331.42486572265625,331.8817138671875,0.001378436538052491
2021-12-14,MSFT,317.6961975097656,316.68017578125,-0.003198092191469788
